RCD50,4,64
RCD50,16,125
RCD50,64,367
RCD50,256,1208
RCD50,1024,4391
RCD50,4096,17190
RCD50,16384,68339
RCD50,65536,273033
RCD100,4,96
RCD100,16,156
RCD100,64,398
RCD100,256,1263
RCD100,1024,4581
RCD100,4096,17834
RCD100,16384,71508
RCD100,65536,287112
RCD150,4,127
RCD150,16,188
RCD150,64,430
RCD150,256,1318
RCD150,1024,4885
RCD150,4096,18883
RCD150,16384,74409
RCD150,65536,297339
RCD200,4,159
RCD200,16,219
RCD200,64,461
RCD200,256,1374
RCD200,1024,5116
RCD200,4096,19516
RCD200,16384,77801
RCD200,65536,310735
RCD250,4,190
RCD250,16,251
RCD250,64,493
RCD250,256,1428
RCD250,1024,5353
RCD250,4096,20677
RCD250,16384,81684
RCD250,65536,325932
