Batch1_Input8192_Output1, 1248.3662471479724, 0.00046940368558217736, 0.03004183587725935, 8.506892307692308e-05, 4.641235576923077e-05, 4.641235576923077e-05, 3.676e-05, 0.00010609046153846154, 0.00010609046153846154, 1.3383606557377049e-05, 4.516939890710383e-05, 4.516939890710383e-05, 4.5055041614123587e-05, 0, 0
Batch2_Input8192_Output1, 1248.3662471479724, 0.00047078767885666247, 0.030130411446826398, 8.54174863387978e-05, 7.182471153846153e-05, 7.182471153846153e-05, 3.691693989071038e-05, 0.00010652622950819671, 0.00010645628415300546, 1.377704918032787e-05, 4.518032786885246e-05, 4.518032786885246e-05, 4.5110083228247163e-05, 0, 0
Batch4_Input8192_Output1, 1248.3662471479724, 0.000471331095418243, 0.03016519010676755, 8.54912568306011e-05, 0.00012264942307692306, 0.00012264942307692306, 3.6978688524590163e-05, 0.00010669945355191257, 0.00010653934426229508, 1.5059562841530055e-05, 4.5201092896174866e-05, 4.5201092896174866e-05, 4.522016645649433e-05, 0, 0
Batch8_Input8192_Output1, 1248.3662471479724, 0.0004721546902059689, 0.03021790017318201, 8.562841530054645e-05, 0.00022429884615384613, 0.00022429884615384613, 3.704699453551912e-05, 0.00010689453551912568, 0.00010671202185792349, 1.7130054644808745e-05, 4.5243715846994536e-05, 4.5243715846994536e-05, 4.5385291298865075e-05, 0, 0
Batch16_Input8192_Output1, 1248.3662471479724, 0.00047402413451029843, 0.0303375446086591, 8.584699453551912e-05, 0.0004275976923076923, 0.0004275976923076923, 3.717049180327868e-05, 0.00010730273224043716, 0.00010700655737704918, 2.1271038251366118e-05, 4.546338797814208e-05, 4.546338797814208e-05, 4.577058259773014e-05, 0, 0
Batch32_Input8192_Output1, 1248.3662471479724, 0.00047737956620428755, 0.030552292237074404, 8.634754098360656e-05, 0.0008341953846153845, 0.0008341953846153845, 3.745136612021858e-05, 0.00010826666666666666, 0.00010770437158469945, 3.0046448087431695e-05, 4.556174863387978e-05, 4.556174863387978e-05, 4.64861235813367e-05, 0, 0
Batch64_Input8192_Output1, 1248.3662471479724, 0.0004834221235813367, 0.030939015909205548, 8.711311475409836e-05, 0.001647390769230769, 0.001647390769230769, 3.786939890710383e-05, 0.00010999617486338798, 0.00010900928961748634, 4.7598360655737704e-05, 4.575846994535519e-05, 4.575846994535519e-05, 4.7917205548549815e-05, 0, 0
Batch128_Input8192_Output1, 1248.3662471479724, 0.0004957870197562001, 0.031730369264396804, 8.873497267759562e-05, 0.0032737815384615383, 0.0032737815384615383, 3.881147540983607e-05, 0.00011363551912568305, 0.00011152185792349726, 8.319562841530056e-05, 4.6151912568306016e-05, 4.6151912568306016e-05, 5.0779369482976044e-05, 0, 0
Batch1_Input16384_Output1, 1248.3662471479724, 0.00046940368558217736, 0.03004183587725935, 8.506892307692308e-05, 7.181543269230769e-05, 7.181543269230769e-05, 3.676e-05, 0.00010609046153846154, 0.00010609046153846154, 1.4762841530054645e-05, 4.516939890710383e-05, 4.516939890710383e-05, 4.5055041614123587e-05, 0, 0
Batch2_Input16384_Output1, 1248.3662471479724, 0.00047078767885666247, 0.030130411446826398, 8.54174863387978e-05, 0.00012263086538461538, 0.00012263086538461538, 3.691693989071038e-05, 0.00010652622950819671, 0.00010645628415300546, 1.555081967213115e-05, 4.518032786885246e-05, 4.518032786885246e-05, 4.5110083228247163e-05, 0, 0
Batch4_Input16384_Output1, 1248.3662471479724, 0.000471331095418243, 0.03016519010676755, 8.54912568306011e-05, 0.00022426173076923076, 0.00022426173076923076, 3.6978688524590163e-05, 0.00010669945355191257, 0.00010653934426229508, 1.8114207650273224e-05, 4.5201092896174866e-05, 4.5201092896174866e-05, 4.522016645649433e-05, 0, 0
Batch8_Input16384_Output1, 1248.3662471479724, 0.0004721546902059689, 0.03021790017318201, 8.562841530054645e-05, 0.00042752346153846155, 0.0004275234615384616, 3.704699453551912e-05, 0.00010689453551912568, 0.00010671202185792349, 2.225245901639344e-05, 4.5243715846994536e-05, 4.5243715846994536e-05, 4.5385291298865075e-05, 0, 0
Batch16_Input16384_Output1, 1248.3662471479724, 0.00047402413451029843, 0.0303375446086591, 8.584699453551912e-05, 0.0008340469230769231, 0.000834046923076923, 3.717049180327868e-05, 0.00010730273224043716, 0.00010700655737704918, 3.0530054644808746e-05, 4.546338797814208e-05, 4.546338797814208e-05, 4.577058259773014e-05, 0, 0
Batch32_Input16384_Output1, 1248.3662471479724, 0.00047737956620428755, 0.030552292237074404, 8.634754098360656e-05, 0.001647093846153846, 0.0016470938461538463, 3.745136612021858e-05, 0.00010826666666666666, 0.00010770437158469945, 4.8071584699453555e-05, 4.556174863387978e-05, 4.556174863387978e-05, 4.64861235813367e-05, 0, 0
Batch64_Input16384_Output1, 1248.3662471479724, 0.0004834221235813367, 0.030939015909205548, 8.711311475409836e-05, 0.0032731876923076924, 0.0032731876923076924, 3.786939890710383e-05, 0.00010999617486338798, 0.00010900928961748634, 8.513060109289618e-05, 4.575846994535519e-05, 4.575846994535519e-05, 4.7917205548549815e-05, 0, 0
Batch128_Input16384_Output1, 1248.3662471479724, 0.0004957870197562001, 0.031730369264396804, 8.873497267759562e-05, 0.0065253753846153855, 0.006525375384615385, 3.881147540983607e-05, 0.00011363551912568305, 0.00011152185792349726, 0.0001582622950819672, 4.6151912568306016e-05, 4.6151912568306016e-05, 5.0779369482976044e-05, 0, 0
Batch1_Input24576_Output1, 1248.3662471479724, 0.00046940368558217736, 0.03004183587725935, 8.506892307692308e-05, 9.72185096153846e-05, 9.72185096153846e-05, 3.676e-05, 0.00010609046153846154, 0.00010609046153846154, 1.6143169398907104e-05, 4.516939890710383e-05, 4.516939890710383e-05, 4.5055041614123587e-05, 0, 0
Batch2_Input24576_Output1, 1248.3662471479724, 0.00047078767885666247, 0.030130411446826398, 8.54174863387978e-05, 0.0001734370192307692, 0.0001734370192307692, 3.691693989071038e-05, 0.00010652622950819671, 0.00010645628415300546, 1.7324590163934427e-05, 4.518032786885246e-05, 4.518032786885246e-05, 4.5110083228247163e-05, 0, 0
Batch4_Input24576_Output1, 1248.3662471479724, 0.000471331095418243, 0.03016519010676755, 8.54912568306011e-05, 0.00032587403846153846, 0.00032587403846153846, 3.6978688524590163e-05, 0.00010669945355191257, 0.00010653934426229508, 2.116775956284153e-05, 4.5201092896174866e-05, 4.5201092896174866e-05, 4.522016645649433e-05, 0, 0
Batch8_Input24576_Output1, 1248.3662471479724, 0.0004721546902059689, 0.03021790017318201, 8.562841530054645e-05, 0.0006307480769230768, 0.0006307480769230768, 3.704699453551912e-05, 0.00010689453551912568, 0.00010671202185792349, 2.7374863387978142e-05, 4.5243715846994536e-05, 4.5243715846994536e-05, 4.5385291298865075e-05, 0, 0
Batch16_Input24576_Output1, 1248.3662471479724, 0.00047402413451029843, 0.0303375446086591, 8.584699453551912e-05, 0.0012404961538461537, 0.0012404961538461537, 3.717049180327868e-05, 0.00010730273224043716, 0.00010700655737704918, 3.9789071038251366e-05, 4.546338797814208e-05, 4.546338797814208e-05, 4.577058259773014e-05, 0, 0
Batch32_Input24576_Output1, 1248.3662471479724, 0.00047737956620428755, 0.030552292237074404, 8.634754098360656e-05, 0.0024599923076923077, 0.0024599923076923077, 3.745136612021858e-05, 0.00010826666666666666, 0.00010770437158469945, 6.905737704918033e-05, 4.556174863387978e-05, 4.556174863387978e-05, 4.64861235813367e-05, 0, 0
Batch64_Input24576_Output1, 1248.3662471479724, 0.0004834221235813367, 0.030939015909205548, 8.711311475409836e-05, 0.004898984615384615, 0.004898984615384615, 3.786939890710383e-05, 0.00010999617486338798, 0.00010900928961748634, 0.00012463333333333335, 4.575846994535519e-05, 4.575846994535519e-05, 4.7917205548549815e-05, 0, 0
Batch128_Input24576_Output1, 1248.3662471479724, 0.0004957870197562001, 0.031730369264396804, 8.873497267759562e-05, 0.00977696923076923, 0.00977696923076923, 3.881147540983607e-05, 0.00011363551912568305, 0.00011152185792349726, 0.00023430601092896174, 4.6151912568306016e-05, 4.6151912568306016e-05, 5.0779369482976044e-05, 0, 0
Batch1_Input32768_Output1, 1248.3662471479724, 0.00046940368558217736, 0.03004183587725935, 8.506892307692308e-05, 0.00012262158653846155, 0.00012262158653846155, 3.676e-05, 0.00010609046153846154, 0.00010609046153846154, 1.75224043715847e-05, 4.516939890710383e-05, 4.516939890710383e-05, 4.5055041614123587e-05, 0, 0
Batch2_Input32768_Output1, 1248.3662471479724, 0.00047078767885666247, 0.030130411446826398, 8.54174863387978e-05, 0.00022424317307692307, 0.00022424317307692307, 3.691693989071038e-05, 0.00010652622950819671, 0.00010645628415300546, 1.9098360655737706e-05, 4.518032786885246e-05, 4.518032786885246e-05, 4.5110083228247163e-05, 0, 0
Batch4_Input32768_Output1, 1248.3662471479724, 0.000471331095418243, 0.03016519010676755, 8.54912568306011e-05, 0.0004274863461538462, 0.0004274863461538462, 3.6978688524590163e-05, 0.00010669945355191257, 0.00010653934426229508, 2.42224043715847e-05, 4.5201092896174866e-05, 4.5201092896174866e-05, 4.522016645649433e-05, 0, 0
Batch8_Input32768_Output1, 1248.3662471479724, 0.0004721546902059689, 0.03021790017318201, 8.562841530054645e-05, 0.0008339726923076923, 0.0008339726923076923, 3.704699453551912e-05, 0.00010689453551912568, 0.00010671202185792349, 3.249726775956284e-05, 4.5243715846994536e-05, 4.5243715846994536e-05, 4.5385291298865075e-05, 0, 0
